Time,Manual_Count,Time,Netgear Inc.,Time,NETCOMM LIMITED,Time,UNKNOWN,Time,"SAMSUNG ELECTRO-MECHANICS CO., LTD.",Time,Billion Electric Co. Ltd.,Time,NETGEAR,Time,Apple,Time,Belkin International Inc.,Time,"CISCO SYSTEMS, INC.",Time,"TP-LINK TECHNOLOGIES CO.,LTD.",Time,ASUSTek COMPUTER INC.,Time,"GIGA-BYTE TECHNOLOGY CO.,LTD.",Time,IBM Corp,Time,"Samsung Electronics Co.,Ltd",Time,Intel Corporate,Time,DrayTek Corp.,Time,Hewlett-Packard Company,Time,Hewlett Packard,Time,"NETGEAR INC.,",Time,"Apple, Inc",Time,"Murata Manufacturing Co., Ltd.",Time,Nokia Corporation,Time,Ubiquiti Networks,Time,ICP Electronics Inc.,Time,D-LINK INTERNATIONAL PTE LIMITED,Time,Routerboard.com,Time,SEIKO EPSON CORPORATION,Time,"COMPAL INFORMATION (KUNSHAN) CO., LTD.",Time,Enerpoint Ltd.,Time,Paragon Technologies Inc.,Time,Liteon Tech Corp.,Time,Lexmark International Inc.,Time,"Apple, Inc.",Time,"Murata Manufacturing Co.,Ltd.",Time,Apple Inc,Time,HTC Corporation,Time,"Huawei Technologies Co., Ltd",Time,"Samsung Electro Mechanics co., LTD.",Time,WISOL,Time,Sony Mobile Communications AB,Time,"Samsung Electro Mechanics co.,LTD.",Time,"Billion Electric Co., Ltd.",Time,Liteon Technology Corporation,Time,Pittasoft,Time,FUJI-XEROX CO. LTD.
639,9,639,1,639,1,639,6,639,1,639,2,639,4,639,6,639,1,639,2,639,1,643,1,643,3,643,1,643,0,643,2,655,1,655,1,655,1,659,1,659,1,668,1,681,1,685,1,698,1,702,1,706,1,722,1,736,0,760,1,769,0,786,0,871,0,1027,0,1040,0,1140,0,1149,0,1153,0,1204,0,1433,0,1441,0,1737,1,,,,,,,,
643,9,643,1,643,1,643,6,643,1,643,2,643,4,643,6,643,1,643,2,643,1,647,1,647,3,647,1,647,0,647,2,659,1,659,1,659,1,664,1,664,2,673,1,685,1,690,1,702,1,706,1,711,1,727,1,740,0,765,1,773,0,790,1,875,0,1031,0,1043,0,1144,0,1153,0,1157,0,1208,0,1437,0,1445,0,1742,1,,,,,,,,
647,9,647,1,647,1,647,6,647,1,647,2,647,4,647,6,647,1,647,2,647,1,651,2,651,3,651,1,651,0,651,2,664,1,664,1,664,1,668,1,668,2,676,1,690,1,694,1,706,1,711,1,715,1,732,1,744,0,769,1,778,0,795,1,879,0,1035,0,1048,0,1149,0,1157,0,1162,0,1212,0,1441,0,1449,0,1746,1,,,,,,,,
651,9,651,1,651,1,651,6,651,1,651,2,651,4,651,5,651,1,651,2,651,1,655,2,655,3,655,1,655,0,655,2,668,1,668,1,668,1,673,1,673,2,681,1,694,1,698,1,711,1,715,1,719,1,736,1,749,0,773,1,782,0,799,1,883,0,1040,0,1052,0,1153,0,1162,1,1165,0,1216,0,1445,0,1454,0,1750,1,,,,,,,,
655,9,655,1,655,1,655,4,655,1,655,2,655,4,655,5,655,1,655,2,655,1,659,2,659,4,659,1,659,0,659,2,673,1,673,1,673,1,676,1,676,2,685,1,698,1,702,1,715,1,719,1,722,1,740,1,753,0,778,1,786,0,803,1,888,0,1043,0,1057,0,1157,0,1165,1,1170,0,1221,0,1449,0,1457,0,1754,1,,,,,,,,
659,9,659,1,659,1,659,3,659,1,659,2,659,4,659,6,659,1,659,2,659,1,664,2,664,3,664,1,664,0,664,2,676,1,676,1,676,1,681,1,681,2,690,1,702,1,706,1,719,1,722,1,727,1,744,1,756,0,782,1,790,0,807,1,892,0,1048,0,1060,0,1162,0,1170,1,1174,0,1225,0,1454,0,1462,0,1758,1,,,,,,,,
664,9,664,1,664,1,664,3,664,1,664,2,664,4,664,6,664,1,664,2,664,1,668,2,668,3,668,1,668,0,668,2,681,1,681,1,681,0,685,1,685,2,694,1,706,1,711,1,722,1,727,1,732,1,749,1,760,0,786,1,795,0,812,1,896,0,1052,0,1065,0,1165,1,1174,1,1178,0,1229,0,1457,0,1466,0,1763,1,,,,,,,,
668,9,668,1,668,1,668,2,668,1,668,2,668,4,668,7,668,1,668,2,668,1,673,2,673,3,673,1,673,0,673,2,685,1,685,1,685,0,690,1,690,3,698,1,711,1,715,1,727,1,732,1,736,1,753,1,765,0,790,1,799,0,816,1,900,0,1057,0,1069,0,1170,1,1178,1,1183,0,1233,0,1462,0,1470,0,1767,1,,,,,,,,
673,9,673,1,673,1,673,3,673,1,673,2,673,4,673,7,673,1,673,2,673,1,676,2,676,3,676,1,676,0,676,2,690,1,690,1,690,0,694,1,694,3,702,1,715,1,719,1,732,1,736,1,740,1,756,1,769,0,795,1,803,0,820,1,904,0,1060,0,1073,0,1174,1,1183,1,1186,0,1238,0,1466,0,1475,0,1772,1,,,,,,,,
676,9,676,1,676,1,676,3,676,1,676,2,676,3,676,9,676,1,676,2,676,1,681,2,681,3,681,1,681,0,681,2,694,1,694,1,694,1,698,1,698,3,706,1,719,0,722,1,736,1,740,0,744,2,760,1,773,0,799,1,807,0,824,1,909,0,1065,0,1077,0,1178,1,1186,1,1191,0,1241,0,1470,0,1479,0,1776,1,,,,,,,,
681,9,681,1,681,1,681,3,681,1,681,2,681,3,681,8,681,1,681,2,681,1,685,2,685,3,685,1,685,0,685,2,698,1,698,1,698,1,702,1,702,3,711,1,722,0,727,1,740,1,744,0,749,2,765,1,778,0,803,1,812,0,828,1,912,0,1069,1,1082,0,1183,1,1191,1,1195,0,1246,0,1475,0,1483,0,1780,1,,,,,,,,
685,9,685,1,685,1,685,3,685,1,685,2,685,3,685,8,685,1,685,2,685,1,690,2,690,3,690,1,690,0,690,2,702,1,702,1,702,1,706,1,706,3,715,1,727,0,732,1,744,1,749,0,753,2,769,1,782,0,807,1,816,0,833,1,917,0,1073,1,1086,0,1186,1,1195,1,1199,0,1251,0,1479,0,1487,0,1784,1,,,,,,,,
690,9,690,1,690,1,690,3,690,1,690,2,690,3,690,7,690,1,690,2,690,1,694,2,694,3,694,1,694,0,694,2,706,1,706,1,706,1,711,1,711,3,719,1,732,1,736,1,749,0,753,0,756,2,773,1,786,0,812,1,820,0,837,1,921,0,1077,1,1090,0,1191,1,1199,1,1204,0,1254,0,1483,0,1491,0,1789,1,,,,,,,,
694,9,694,1,694,1,694,3,694,1,694,2,694,3,694,7,694,1,694,2,694,1,698,2,698,3,698,1,698,0,698,2,711,1,711,1,711,2,715,1,715,3,722,1,736,1,740,1,753,0,756,0,760,1,778,1,790,0,816,0,824,0,841,1,925,0,1082,1,1094,0,1195,1,1204,1,1208,0,1259,0,1487,0,1496,0,1793,1,,,,,,,,
698,9,698,1,698,1,698,3,698,1,698,2,698,3,698,7,698,1,698,2,698,1,702,2,702,3,702,1,702,0,702,2,715,1,715,1,715,2,719,1,719,3,727,1,740,1,744,1,756,0,760,0,765,1,782,1,795,0,820,0,828,0,845,1,930,0,1086,1,1098,0,1199,1,1208,1,1212,0,1262,0,1491,0,1500,0,1797,1,,,,,,,,
702,9,702,1,702,1,702,3,702,1,702,2,702,3,702,7,702,1,702,2,702,1,706,2,706,3,706,1,706,0,706,2,719,1,719,1,719,2,722,1,722,3,732,1,744,1,749,1,760,0,765,0,769,1,786,1,799,0,824,0,833,0,850,1,934,0,1090,1,1102,0,1204,1,1212,1,1216,0,1267,0,1496,0,1503,0,1801,1,,,,,,,,
706,9,706,1,706,1,706,3,706,1,706,2,706,4,706,7,706,1,706,2,706,1,711,2,711,3,711,1,711,0,711,2,722,1,722,1,722,2,727,1,727,3,736,1,749,1,753,1,765,0,769,0,773,1,790,1,803,0,828,0,837,0,854,1,938,0,1094,1,1106,0,1208,1,1216,1,1221,0,1271,1,1500,0,1508,0,,,,,,,,,,
711,9,711,1,711,1,711,2,711,1,711,2,711,4,711,7,711,1,711,2,711,1,715,2,715,3,715,1,715,0,715,2,727,1,727,1,727,2,732,1,732,3,740,1,753,1,756,1,769,0,773,0,778,1,795,1,807,0,833,0,841,0,858,1,942,0,1098,1,1111,0,1212,1,1221,1,1225,0,1275,1,1503,0,1512,0,,,,,,,,,,
715,9,715,1,715,1,715,2,715,1,715,2,715,4,715,7,715,1,715,2,715,1,719,2,719,3,719,1,719,0,719,2,732,1,732,1,732,2,736,1,736,2,744,1,756,1,760,1,773,0,778,0,782,1,799,1,812,0,837,0,845,0,862,1,947,0,1102,1,1115,0,1216,1,1225,1,1229,0,1280,1,1508,0,1516,0,,,,,,,,,,
719,12,719,1,719,1,719,2,719,1,719,2,719,4,719,7,719,1,719,2,719,1,722,2,722,3,722,1,722,0,722,2,736,1,736,1,736,2,740,1,740,1,749,1,760,1,765,1,778,0,782,0,786,1,803,1,816,0,841,0,850,0,867,0,951,0,1106,1,1119,0,1221,1,1229,1,1233,0,1284,1,1512,0,1521,0,,,,,,,,,,
722,12,722,1,722,1,722,2,722,1,722,2,722,4,722,7,722,1,722,2,722,1,727,2,727,4,727,1,727,0,727,2,740,1,740,1,740,2,744,1,744,1,753,1,765,1,769,1,782,0,786,0,790,1,807,1,820,0,845,0,854,0,871,0,955,0,1111,1,1124,0,1225,1,1233,1,1238,0,1288,1,1516,0,1525,0,,,,,,,,,,
727,12,727,1,727,1,727,3,727,1,727,2,727,4,727,7,727,1,727,2,727,1,732,2,732,3,732,1,732,0,732,2,744,1,744,1,744,2,749,1,749,2,756,1,769,1,773,1,786,0,790,0,795,1,812,1,824,0,850,0,858,0,875,0,959,0,1115,1,1127,0,1229,1,1238,0,1241,0,1293,1,1521,0,1530,0,,,,,,,,,,
732,12,732,1,732,1,732,3,732,1,732,2,732,4,732,7,732,1,732,2,732,1,736,2,736,3,736,1,736,0,736,2,749,1,749,1,749,2,753,1,753,2,760,1,773,1,778,1,790,0,795,0,799,1,816,1,828,0,854,0,862,0,879,0,963,0,1119,1,1132,0,1233,1,1241,0,1246,0,1297,1,1525,0,1534,0,,,,,,,,,,
736,10,736,1,736,1,736,3,736,1,736,2,736,4,736,7,736,1,736,2,736,1,740,2,740,3,740,1,740,0,740,2,753,1,753,1,753,2,756,1,756,2,765,1,778,1,782,1,795,0,799,0,803,1,820,1,833,0,858,0,867,0,883,0,968,0,1124,1,1136,0,1238,1,1246,0,1251,0,1301,1,1530,0,1538,0,,,,,,,,,,
740,10,740,1,740,1,740,3,740,1,740,2,740,4,740,7,740,1,740,2,740,1,744,1,744,3,744,1,744,0,744,2,756,1,756,1,756,2,760,1,760,2,769,1,782,1,786,1,799,0,803,0,807,1,824,1,837,0,862,0,871,0,888,0,972,0,1127,1,1140,0,1241,1,1251,0,1254,0,1305,1,1534,0,1542,0,,,,,,,,,,
744,10,744,1,744,1,744,3,744,1,744,2,744,4,744,7,744,1,744,2,744,1,749,1,749,3,749,1,749,0,749,2,760,1,760,1,760,2,765,1,765,1,773,1,786,1,790,1,803,0,807,0,812,1,828,1,841,0,867,0,875,0,892,0,976,0,1132,1,1144,0,1246,1,1254,0,1259,0,1309,1,1538,0,1546,0,,,,,,,,,,
749,10,749,1,749,1,749,3,749,1,749,2,749,4,749,7,749,1,749,2,749,1,753,1,753,3,753,1,753,0,753,2,765,1,765,1,765,2,769,1,769,1,778,1,790,1,795,1,807,0,812,0,816,1,833,1,845,0,871,0,879,0,896,0,980,0,1136,1,1149,0,1251,1,1259,0,1262,0,1314,1,1542,0,1550,0,,,,,,,,,,
753,10,753,1,753,1,753,3,753,1,753,2,753,4,753,6,753,1,753,2,753,1,756,1,756,3,756,1,756,0,756,2,769,1,769,1,769,1,773,1,773,1,782,1,795,1,799,1,812,0,816,0,820,0,837,1,850,0,875,1,883,0,900,0,984,0,1140,1,1153,0,1254,1,1262,0,1267,0,1318,1,1546,0,1554,0,,,,,,,,,,
756,10,756,1,756,1,756,4,756,1,756,2,756,4,756,6,756,1,756,2,756,2,760,1,760,3,760,1,760,0,760,2,773,1,773,1,773,1,778,1,778,1,786,1,799,1,803,1,816,0,820,0,824,0,841,1,854,0,879,1,888,0,904,0,989,0,1144,1,1157,0,1259,1,1267,0,1271,0,1322,1,1550,0,1559,0,,,,,,,,,,
760,10,760,1,760,1,760,4,760,1,760,2,760,5,760,6,760,1,760,2,760,2,765,1,765,2,765,1,765,0,765,2,778,1,778,1,778,1,782,1,782,1,790,1,803,1,807,1,820,0,824,0,828,0,845,1,858,0,883,1,892,0,909,0,993,0,1149,1,1162,0,1262,0,1271,0,1275,0,1327,1,1554,0,1563,0,,,,,,,,,,
765,10,765,1,765,1,765,4,765,1,765,2,765,4,765,6,765,1,765,2,765,2,769,1,769,2,769,1,769,0,769,2,782,1,782,1,782,1,786,1,786,1,795,1,807,1,812,1,824,0,828,0,833,0,850,1,862,0,888,1,896,0,912,0,998,0,1153,1,1165,0,1267,0,1275,0,1280,0,1331,1,1559,0,1567,0,,,,,,,,,,
769,10,769,1,769,1,769,4,769,1,769,2,769,4,769,5,769,1,769,2,769,2,773,1,773,2,773,1,773,0,773,2,786,1,786,1,786,0,790,1,790,1,799,1,812,1,816,1,828,0,833,0,837,1,854,1,867,0,892,1,900,0,917,0,1001,0,1157,1,1170,0,1271,0,1280,0,1284,0,1334,1,1563,0,1571,0,,,,,,,,,,
773,10,773,1,773,1,773,4,773,1,773,2,773,4,773,5,773,1,773,2,773,2,778,1,778,2,778,1,778,0,778,1,790,1,790,1,790,0,795,1,795,1,803,1,816,1,820,1,833,0,837,0,841,1,858,1,871,0,896,1,904,0,921,0,1006,0,1162,0,1174,0,1275,0,1284,0,1288,0,1339,1,1567,0,1575,0,,,,,,,,,,
778,10,778,1,778,1,778,4,778,1,778,2,778,4,778,5,778,1,778,2,778,2,782,1,782,2,782,1,782,0,782,1,795,1,795,1,795,1,799,1,799,1,807,1,820,1,824,1,837,0,841,0,845,1,862,1,875,0,900,1,909,0,925,0,1010,0,1165,0,1178,0,1280,0,1288,0,1293,0,1343,1,1571,0,1579,0,,,,,,,,,,
782,10,782,1,782,1,782,4,782,1,782,2,782,3,782,5,782,1,782,2,782,2,786,1,786,2,786,1,786,0,786,1,799,1,799,1,799,1,803,1,803,1,812,1,824,1,828,1,841,0,845,0,850,1,867,1,879,0,904,1,912,0,930,0,1014,0,1170,0,1183,0,1284,0,1293,0,1297,0,1347,1,1575,0,1584,0,,,,,,,,,,
786,10,786,1,786,1,786,4,786,1,786,2,786,3,786,5,786,1,786,2,786,2,790,1,790,2,790,1,790,0,790,1,803,1,803,1,803,1,807,1,807,1,816,1,828,1,833,1,845,0,850,0,854,1,871,1,883,0,909,1,917,0,934,0,1018,0,1174,0,1186,0,1288,0,1297,0,1301,0,1352,1,1579,0,1588,0,,,,,,,,,,
790,10,790,1,790,1,790,4,790,1,790,2,790,3,790,4,790,1,790,2,790,2,795,1,795,2,795,1,795,0,795,1,807,1,807,0,807,1,812,1,812,1,820,1,833,1,837,1,850,0,854,0,858,1,875,1,888,0,912,1,921,0,938,0,1022,0,1178,0,1191,0,1293,0,1301,0,1305,0,1356,1,1584,0,1593,0,,,,,,,,,,
795,10,795,1,795,1,795,4,795,1,795,2,795,3,795,4,795,1,795,2,795,2,799,1,799,3,799,1,799,0,799,1,812,1,812,0,812,1,816,1,816,1,824,1,837,1,841,1,854,0,858,0,862,1,879,1,892,0,917,1,925,0,942,0,1027,0,1183,0,1195,0,1297,0,1305,0,1309,0,1360,1,1588,0,1597,0,,,,,,,,,,
799,10,799,1,799,1,799,4,799,1,799,2,799,3,799,5,799,1,799,2,799,2,803,1,803,3,803,1,803,0,803,1,816,1,816,0,816,1,820,1,820,1,828,1,841,1,845,1,858,0,862,0,867,1,883,1,896,0,921,1,930,0,947,0,1031,0,1186,0,1199,0,1301,0,1309,0,1314,0,1365,1,1593,0,1601,0,,,,,,,,,,
803,10,803,1,803,1,803,4,803,1,803,2,803,3,803,5,803,1,803,2,803,2,807,1,807,3,807,1,807,0,807,1,820,1,820,0,820,1,824,1,824,1,833,1,845,1,850,1,862,0,867,0,871,1,888,1,900,0,925,1,934,0,951,0,1035,0,1191,0,1204,0,1305,1,1314,0,1318,0,1369,1,1597,0,1605,0,,,,,,,,,,
807,10,807,1,807,1,807,3,807,1,807,2,807,3,807,5,807,1,807,2,807,2,812,1,812,4,812,1,812,0,812,1,824,1,824,0,824,1,828,1,828,0,837,1,850,1,854,1,867,0,871,0,875,1,892,0,904,0,930,1,938,0,955,0,1040,0,1195,0,1208,0,1309,1,1318,0,1322,0,1373,1,1601,0,1609,0,,,,,,,,,,
812,10,812,1,812,1,812,3,812,1,812,2,812,3,812,5,812,1,812,2,812,2,816,1,816,4,816,1,816,0,816,1,828,1,828,0,828,1,833,1,833,0,841,1,854,1,858,1,871,0,875,0,879,1,896,0,909,0,934,1,942,0,959,0,1043,0,1199,0,1212,0,1314,1,1322,0,1327,0,1377,1,1605,0,1614,0,,,,,,,,,,
816,10,816,1,816,1,816,3,816,1,816,2,816,3,816,5,816,1,816,2,816,2,820,1,820,4,820,1,820,0,820,1,833,1,833,0,833,1,837,1,837,0,845,1,858,1,862,1,875,0,879,0,883,1,900,0,912,0,938,1,947,0,963,0,1048,0,1204,0,1216,0,1318,1,1327,0,1331,0,1381,1,1609,0,1619,0,,,,,,,,,,
820,10,820,1,820,1,820,3,820,1,820,2,820,3,820,5,820,1,820,2,820,2,824,1,824,4,824,1,824,0,824,1,837,1,837,0,837,1,841,1,841,0,850,1,862,1,867,1,879,0,883,0,888,1,904,0,917,0,942,1,951,0,968,0,1052,0,1208,0,1221,0,1322,1,1331,0,1334,0,1385,1,1614,0,1624,0,,,,,,,,,,
824,10,824,1,824,1,824,3,824,1,824,2,824,3,824,5,824,1,824,2,824,2,828,1,828,5,828,1,828,0,828,1,841,1,841,0,841,1,845,1,845,1,854,1,867,1,871,1,883,0,888,0,892,1,909,0,921,0,947,1,955,0,972,0,1057,0,1212,0,1225,0,1327,1,1334,0,1339,0,1390,1,1619,0,1627,0,,,,,,,,,,
828,10,828,1,828,1,828,2,828,1,828,2,828,3,828,5,828,1,828,2,828,2,833,1,833,4,833,1,833,0,833,1,845,1,845,0,845,1,850,1,850,1,858,1,871,1,875,1,888,0,892,0,896,1,912,0,925,0,951,0,959,0,976,0,1060,0,1216,0,1229,0,1331,1,1339,0,1343,0,1394,1,1624,0,1631,0,,,,,,,,,,
833,9,833,1,833,1,833,2,833,1,833,2,833,3,833,5,833,1,833,2,833,1,837,1,837,4,837,1,837,0,837,1,850,1,850,0,850,1,854,1,854,1,862,1,875,1,879,1,892,0,896,0,900,1,917,0,930,0,955,0,963,0,980,0,1065,0,1221,0,1233,0,1334,1,1343,0,1347,0,1399,1,1627,0,1635,0,,,,,,,,,,
837,9,837,1,837,1,837,2,837,1,837,2,837,2,837,5,837,1,837,2,837,1,841,1,841,4,841,1,841,0,841,1,854,1,854,0,854,1,858,1,858,1,867,1,879,1,883,1,896,0,900,0,904,1,921,0,934,0,959,0,968,0,984,0,1069,0,1225,0,1238,0,1339,1,1347,0,1352,0,1403,1,1631,0,1640,0,,,,,,,,,,
841,9,841,1,841,1,841,2,841,1,841,2,841,2,841,6,841,1,841,2,841,1,845,1,845,4,845,1,845,0,845,1,858,1,858,1,858,1,862,1,862,1,871,1,883,1,888,1,900,0,904,1,909,1,925,0,938,0,963,0,972,0,989,0,1073,0,1229,0,1241,0,1343,1,1352,0,1356,0,1406,1,1635,0,1644,0,,,,,,,,,,
845,9,845,1,845,1,845,2,845,1,845,2,845,2,845,5,845,1,845,1,845,1,850,1,850,4,850,1,850,0,850,1,862,1,862,1,862,1,867,1,867,1,875,1,888,1,892,1,904,0,909,1,912,1,930,0,942,0,968,0,976,0,993,0,1077,0,1233,0,1246,0,1347,1,1356,0,1360,0,1411,1,1640,0,1649,0,,,,,,,,,,
850,10,850,1,850,1,850,2,850,1,850,2,850,2,850,6,850,1,850,1,850,1,854,1,854,4,854,1,854,0,854,1,867,1,867,1,867,1,871,1,871,2,879,1,892,1,896,1,909,0,912,1,917,1,934,0,947,0,972,0,980,0,998,0,1082,0,1238,0,1251,0,1352,1,1360,0,1365,0,1416,1,1644,1,1653,0,,,,,,,,,,
854,10,854,1,854,1,854,2,854,1,854,2,854,2,854,6,854,1,854,1,854,1,858,1,858,4,858,1,858,0,858,1,871,1,871,2,871,0,875,1,875,2,883,1,896,1,900,1,912,0,917,1,921,1,938,1,951,0,976,0,984,0,1001,0,1086,0,1241,0,1254,0,1356,1,1365,0,1369,0,1420,0,1649,1,1656,0,,,,,,,,,,
858,10,858,1,858,1,858,3,858,1,858,2,858,2,858,6,858,1,858,1,858,1,862,1,862,4,862,1,862,0,862,1,875,1,875,2,875,0,879,1,879,2,888,1,900,1,904,1,917,0,921,1,925,1,942,1,955,0,980,0,989,0,1006,0,1090,0,1246,0,1259,0,1360,1,1369,0,1373,0,1423,0,1653,1,1660,0,,,,,,,,,,
862,10,862,1,862,1,862,3,862,1,862,2,862,2,862,7,862,1,862,1,862,1,867,1,867,4,867,1,867,0,867,1,879,1,879,2,879,0,883,1,883,2,892,1,904,1,909,1,921,0,925,1,930,1,947,1,959,0,984,0,993,0,1010,0,1094,0,1251,0,1262,0,1365,1,1373,0,1377,0,1428,0,1656,1,1666,0,,,,,,,,,,
867,10,867,1,867,1,867,3,867,1,867,2,867,2,867,7,867,0,867,1,867,1,871,1,871,4,871,1,871,0,871,1,883,1,883,2,883,0,888,1,888,2,896,1,909,1,912,1,925,0,930,1,934,1,951,1,963,0,989,0,998,0,1014,0,1098,0,1254,0,1267,0,1369,1,1377,0,1381,0,1433,0,1660,1,1669,0,,,,,,,,,,
871,10,871,1,871,1,871,3,871,1,871,2,871,2,871,8,871,0,871,1,871,1,875,1,875,3,875,1,875,0,875,1,888,1,888,2,888,0,892,1,892,2,900,1,912,1,917,1,930,0,934,1,938,1,955,1,968,0,993,0,1001,0,1018,0,1102,0,1259,0,1271,0,1373,1,1381,0,1385,0,1437,0,1666,1,1673,0,,,,,,,,,,
875,10,875,1,875,1,875,3,875,1,875,2,875,2,875,7,875,0,875,1,875,1,879,1,879,3,879,1,879,0,879,1,892,1,892,2,892,0,896,1,896,2,904,1,917,1,921,1,934,0,938,1,942,1,959,1,972,0,998,0,1006,0,1022,0,1106,0,1262,0,1275,0,1377,1,1385,0,1390,0,1441,0,1669,1,1677,0,,,,,,,,,,
879,10,879,1,879,1,879,3,879,1,879,2,879,2,879,7,879,0,879,1,879,1,883,1,883,3,883,1,883,0,883,2,896,1,896,2,896,0,900,1,900,2,909,1,921,1,925,1,938,0,942,1,947,1,963,1,976,0,1001,0,1010,0,1027,0,1111,0,1267,0,1280,0,1381,1,1390,0,1394,0,1445,0,1673,1,1682,0,,,,,,,,,,
883,10,883,1,883,1,883,3,883,1,883,2,883,2,883,6,883,0,883,1,883,1,888,1,888,3,888,1,888,0,888,2,900,1,900,3,900,0,904,1,904,3,912,1,925,1,930,1,942,0,947,1,951,1,968,1,980,1,1006,0,1014,0,1031,1,1115,0,1271,0,1284,0,1385,1,1394,0,1399,0,1449,0,1677,1,1686,0,,,,,,,,,,
888,10,888,1,888,1,888,3,888,1,888,2,888,2,888,7,888,0,888,2,888,1,892,1,892,3,892,1,892,0,892,2,904,1,904,3,904,0,909,1,909,3,917,1,930,1,934,1,947,0,951,1,955,1,972,1,984,1,1010,0,1018,0,1035,1,1119,0,1275,0,1288,0,1390,1,1399,1,1403,0,1454,0,1682,1,1690,0,,,,,,,,,,
892,10,892,1,892,1,892,3,892,1,892,2,892,3,892,7,892,0,892,2,892,1,896,1,896,3,896,1,896,0,896,2,909,1,909,3,909,0,912,1,912,3,921,1,934,1,938,1,951,0,955,1,959,1,976,1,989,1,1014,0,1022,0,1040,1,1124,0,1280,0,1293,0,1394,1,1403,1,1406,0,1457,0,1686,1,1694,0,,,,,,,,,,
896,10,896,1,896,1,896,3,896,1,896,2,896,4,896,7,896,0,896,2,896,1,900,1,900,3,900,1,900,0,900,2,912,1,912,3,912,0,917,1,917,3,925,1,938,1,942,1,955,0,959,1,963,1,980,1,993,1,1018,0,1027,0,1043,1,1127,0,1284,0,1297,0,1399,1,1406,1,1411,0,1462,0,1690,1,1700,0,,,,,,,,,,
900,10,900,1,900,1,900,4,900,1,900,2,900,4,900,7,900,1,900,2,900,1,904,1,904,2,904,1,904,0,904,2,917,1,917,3,917,0,921,1,921,2,930,1,942,1,947,1,959,0,963,1,968,1,984,1,998,1,1022,0,1031,0,1048,1,1132,0,1288,0,1301,0,1403,1,1411,1,1416,0,1466,0,1694,1,1704,0,,,,,,,,,,
904,10,904,1,904,1,904,4,904,1,904,2,904,4,904,7,904,1,904,2,904,1,909,1,909,2,909,1,909,0,909,2,921,1,921,3,921,0,925,1,925,2,934,1,947,1,951,1,963,0,968,1,972,1,989,1,1001,1,1027,0,1035,0,1052,1,1136,0,1293,0,1305,0,1406,1,1416,1,1420,0,1470,0,1700,1,1709,0,,,,,,,,,,
909,10,909,1,909,1,909,4,909,1,909,2,909,4,909,7,909,1,909,2,909,1,912,1,912,2,912,1,912,0,912,2,925,1,925,3,925,0,930,1,930,2,938,1,951,1,955,1,968,0,972,1,976,1,993,1,1006,1,1031,0,1040,0,1057,1,1140,0,1297,0,1309,0,1411,1,1420,1,1423,0,1475,0,1704,1,1713,0,,,,,,,,,,
912,10,912,1,912,1,912,4,912,1,912,2,912,4,912,7,912,1,912,2,912,1,917,1,917,2,917,1,917,0,917,2,930,1,930,3,930,0,934,1,934,2,942,1,955,1,959,1,972,0,976,1,980,1,998,1,1010,1,1035,0,1043,0,1060,1,1144,0,1301,0,1314,0,1416,1,1423,1,1428,0,1479,0,1709,1,1717,0,,,,,,,,,,
917,10,917,1,917,1,917,5,917,1,917,2,917,4,917,7,917,1,917,2,917,1,921,1,921,2,921,1,921,0,921,2,934,1,934,3,934,0,938,1,938,3,947,1,959,0,963,1,976,0,980,0,984,1,1001,1,1014,1,1040,0,1048,0,1065,1,1149,0,1305,0,1318,0,1420,1,1428,1,1433,0,1483,0,1713,1,1721,0,,,,,,,,,,
921,10,921,1,921,1,921,5,921,1,921,2,921,4,921,7,921,1,921,2,921,1,925,2,925,2,925,1,925,0,925,2,938,1,938,3,938,1,942,1,942,3,951,1,963,0,968,1,980,0,984,0,989,1,1006,1,1018,1,1043,0,1052,0,1069,1,1153,0,1309,0,1322,0,1423,1,1433,1,1437,0,1487,0,1717,1,1725,0,,,,,,,,,,
925,10,925,1,925,1,925,5,925,1,925,2,925,4,925,6,925,1,925,2,925,1,930,2,930,2,930,1,930,0,930,2,942,1,942,3,942,1,947,1,947,3,955,1,968,0,972,1,984,0,989,0,993,1,1010,1,1022,1,1048,0,1057,0,1073,1,1157,0,1314,0,1327,0,1428,1,1437,1,1441,0,1491,0,1721,1,1730,0,,,,,,,,,,
930,10,930,1,930,1,930,5,930,1,930,2,930,4,930,6,930,1,930,2,930,1,934,3,934,2,934,1,934,0,934,2,947,1,947,3,947,1,951,1,951,3,959,1,972,0,976,1,989,0,993,0,998,1,1014,0,1027,1,1052,0,1060,0,1077,1,1162,0,1318,0,1331,0,1433,0,1441,1,1445,0,1496,0,1725,1,1734,0,,,,,,,,,,
934,10,934,1,934,1,934,4,934,1,934,2,934,4,934,6,934,1,934,2,934,1,938,3,938,2,938,1,938,0,938,2,951,1,951,3,951,1,955,1,955,3,963,1,976,0,980,1,993,0,998,0,1001,1,1018,0,1031,1,1057,0,1065,0,1082,1,1165,0,1322,0,1334,0,1437,0,1445,1,1449,0,1500,0,1730,1,1737,0,,,,,,,,,,
