Time,Manual_Count,Time,Netgear Inc.,Time,ASUSTek COMPUTER INC.,Time,NETCOMM LIMITED,Time,Ubiquiti Networks,Time,UNKNOWN,Time,"GIGA-BYTE TECHNOLOGY CO.,LTD.",Time,IBM Corp,Time,"SAMSUNG ELECTRO-MECHANICS CO., LTD.",Time,Intel Corporate,Time,Billion Electric Co. Ltd.,Time,NETGEAR,Time,Apple,Time,Belkin International Inc.,Time,"CISCO SYSTEMS, INC.",Time,DrayTek Corp.,Time,"TP-LINK TECHNOLOGIES CO.,LTD.",Time,"Apple, Inc",Time,Hewlett Packard,Time,"NETGEAR INC.,",Time,SEIKO EPSON CORPORATION,Time,Liteon Tech Corp.,Time,Routerboard.com,Time,"Samsung Electro Mechanics co.,LTD.",Time,Hewlett-Packard Company,Time,HTC Corporation,Time,"COMPAL INFORMATION (KUNSHAN) CO., LTD.",Time,Enerpoint Ltd.,Time,"Verifone, INC.",Time,"Apple, Inc.",Time,ICP Electronics Inc.,Time,Lexmark International Inc.,Time,LG Electronics,Time,"Murata Manufactuaring Co.,Ltd.",Time,WISOL,Time,"Murata Manufacturing Co.,Ltd.",Time,Motorola Mobility LLC,Time,Apple Inc,Time,"Samsung Elec Co.,Ltd",Time,FUJI-XEROX CO. LTD.
726,10,726,0,726,2,726,1,726,0,726,2,726,1,726,1,726,1,726,2,726,2,726,1,726,2,726,0,726,2,730,0,730,1,730,1,734,0,734,1,739,0,739,0,743,0,743,0,751,1,773,0,789,0,806,1,819,0,827,0,,,,,,,,,,,,,,,,,,,,
730,10,730,0,730,2,730,1,730,0,730,2,730,1,730,1,730,1,730,2,730,2,730,1,730,3,730,0,730,2,734,0,734,1,734,0,739,0,739,1,743,0,743,0,747,0,747,0,755,2,776,0,794,1,810,1,824,0,832,0,,,,,,,,,,,,,,,,,,,,
734,10,734,0,734,2,734,0,734,0,734,2,734,1,734,1,734,1,734,2,734,2,734,1,734,3,734,0,734,2,739,0,739,1,739,1,743,0,743,1,747,0,747,0,751,0,751,0,760,2,781,0,798,1,815,1,827,0,836,0,,,,,,,,,,,,,,,,,,,,
739,10,739,0,739,2,739,0,739,0,739,2,739,1,739,1,739,1,739,2,739,2,739,1,739,3,739,0,739,2,743,0,743,1,743,1,747,0,747,1,751,0,751,0,755,0,755,0,764,2,785,0,802,1,819,1,832,0,841,0,,,,,,,,,,,,,,,,,,,,
743,10,743,0,743,2,743,1,743,0,743,2,743,1,743,1,743,1,743,1,743,2,743,1,743,3,743,0,743,2,747,0,747,1,747,1,751,0,751,1,755,0,755,0,760,0,760,0,768,2,789,0,806,1,824,1,836,0,845,0,,,,,,,,,,,,,,,,,,,,
747,7,747,1,747,2,747,1,747,0,747,2,747,1,747,1,747,1,747,2,747,2,747,1,747,5,747,1,747,2,751,0,751,1,751,1,755,0,755,1,760,0,760,0,764,0,764,0,773,2,794,0,810,1,827,1,841,0,849,0,,,,,,,,,,,,,,,,,,,,
751,7,751,1,751,2,751,1,751,1,751,2,751,1,751,0,751,1,751,2,751,2,751,2,751,5,751,1,751,2,755,1,755,1,755,1,760,0,760,1,764,0,764,0,768,0,768,1,776,2,798,0,815,1,832,1,845,0,854,0,,,,,,,,,,,,,,,,,,,,
755,8,755,1,755,2,755,1,755,1,755,2,755,2,755,0,755,1,755,1,755,2,755,2,755,5,755,1,755,2,760,1,760,1,760,1,764,0,764,1,768,1,768,0,773,0,773,1,781,2,802,0,819,1,836,1,849,0,857,0,,,,,,,,,,,,,,,,,,,,
760,8,760,1,760,2,760,1,760,1,760,3,760,2,760,0,760,1,760,1,760,2,760,3,760,5,760,1,760,2,764,1,764,1,764,1,768,0,768,1,773,1,773,0,776,0,776,1,785,2,806,0,824,1,841,1,854,0,861,0,,,,,,,,,,,,,,,,,,,,
764,8,764,1,764,2,764,1,764,1,764,3,764,1,764,1,764,1,764,1,764,2,764,3,764,5,764,1,764,2,768,1,768,1,768,1,773,0,773,1,776,1,776,0,781,0,781,1,789,2,810,0,827,1,845,1,857,0,865,0,,,,,,,,,,,,,,,,,,,,
768,8,768,1,768,3,768,1,768,1,768,4,768,1,768,1,768,1,768,2,768,2,768,3,768,5,768,1,768,2,773,1,773,1,773,1,776,0,776,1,781,1,781,0,785,0,785,1,794,2,815,0,832,1,849,1,861,0,870,0,,,,,,,,,,,,,,,,,,,,
773,8,773,1,773,3,773,1,773,1,773,4,773,2,773,1,773,1,773,2,773,2,773,3,773,5,773,1,773,2,776,1,776,1,776,1,781,0,781,1,785,1,785,0,789,0,789,1,798,2,819,0,836,1,854,1,865,0,874,0,,,,,,,,,,,,,,,,,,,,
776,8,776,1,776,3,776,1,776,1,776,4,776,2,776,1,776,1,776,2,776,2,776,3,776,4,776,1,776,2,781,1,781,1,781,1,785,0,785,1,789,1,789,0,794,0,794,1,802,1,824,0,841,0,857,1,870,0,879,0,,,,,,,,,,,,,,,,,,,,
781,8,781,1,781,3,781,1,781,1,781,4,781,2,781,1,781,1,781,2,781,2,781,3,781,4,781,1,781,2,785,1,785,1,785,0,789,1,789,1,794,1,794,0,798,0,798,1,806,1,827,0,845,0,861,1,874,0,882,0,,,,,,,,,,,,,,,,,,,,
785,8,785,1,785,3,785,1,785,1,785,4,785,2,785,1,785,1,785,3,785,2,785,3,785,5,785,1,785,2,789,1,789,1,789,1,794,2,794,1,798,1,798,0,802,0,802,1,810,1,832,0,849,0,865,1,879,0,887,0,,,,,,,,,,,,,,,,,,,,
789,8,789,1,789,3,789,1,789,1,789,4,789,3,789,1,789,1,789,3,789,2,789,3,789,4,789,1,789,2,794,1,794,1,794,1,798,3,798,1,802,1,802,0,806,0,806,1,815,1,836,0,854,0,870,1,882,0,891,0,,,,,,,,,,,,,,,,,,,,
794,8,794,1,794,3,794,1,794,1,794,5,794,3,794,1,794,1,794,3,794,2,794,3,794,3,794,1,794,2,798,1,798,1,798,1,802,3,802,1,806,1,806,0,810,0,810,1,819,1,841,0,857,0,874,1,887,0,895,0,,,,,,,,,,,,,,,,,,,,
798,8,798,1,798,3,798,1,798,1,798,5,798,4,798,1,798,1,798,3,798,2,798,3,798,3,798,1,798,2,802,1,802,1,802,1,806,3,806,1,810,1,810,0,815,0,815,1,824,1,845,0,861,0,879,1,891,0,899,0,,,,,,,,,,,,,,,,,,,,
802,8,802,1,802,3,802,1,802,1,802,6,802,4,802,1,802,1,802,3,802,2,802,3,802,3,802,1,802,2,806,1,806,1,806,1,810,3,810,1,815,1,815,0,819,0,819,0,827,1,849,0,865,0,882,1,895,0,904,0,,,,,,,,,,,,,,,,,,,,
806,8,806,1,806,3,806,1,806,1,806,5,806,4,806,1,806,1,806,3,806,2,806,3,806,3,806,1,806,2,810,1,810,1,810,1,815,3,815,1,819,0,819,0,824,0,824,0,832,1,854,0,870,0,887,1,899,0,908,0,,,,,,,,,,,,,,,,,,,,
810,8,810,1,810,3,810,1,810,1,810,5,810,4,810,1,810,1,810,3,810,2,810,3,810,3,810,1,810,2,815,1,815,1,815,1,819,3,819,1,824,0,824,0,827,0,827,0,836,1,857,0,874,0,891,1,904,0,,,,,,,,,,,,,,,,,,,,,,
815,8,815,1,815,3,815,1,815,1,815,5,815,4,815,1,815,1,815,3,815,2,815,3,815,3,815,1,815,2,819,1,819,1,819,1,824,3,824,1,827,0,827,0,832,0,832,0,841,1,861,0,879,0,895,1,908,0,,,,,,,,,,,,,,,,,,,,,,
819,8,819,1,819,3,819,1,819,1,819,4,819,3,819,1,819,1,819,2,819,2,819,2,819,3,819,1,819,2,824,1,824,1,824,1,827,4,827,1,832,0,832,0,836,0,836,0,845,1,865,0,882,0,899,1,,,,,,,,,,,,,,,,,,,,,,,,
824,8,824,1,824,3,824,1,824,1,824,5,824,3,824,1,824,1,824,2,824,2,824,2,824,5,824,1,824,2,827,1,827,1,827,1,832,4,832,1,836,0,836,0,841,0,841,0,849,1,870,0,887,0,904,1,,,,,,,,,,,,,,,,,,,,,,,,
827,8,827,1,827,3,827,1,827,1,827,5,827,3,827,1,827,1,827,3,827,2,827,2,827,5,827,1,827,2,832,1,832,1,832,1,836,4,836,1,841,0,841,0,845,0,845,0,854,1,874,0,891,0,908,1,,,,,,,,,,,,,,,,,,,,,,,,
832,8,832,1,832,3,832,1,832,1,832,5,832,3,832,1,832,1,832,2,832,2,832,3,832,5,832,1,832,2,836,1,836,1,836,0,841,4,841,1,845,0,845,0,849,0,849,0,857,1,879,0,895,0,,,,,,,,,,,,,,,,,,,,,,,,,,
836,8,836,1,836,3,836,1,836,1,836,6,836,3,836,1,836,1,836,2,836,2,836,4,836,6,836,1,836,2,841,1,841,1,841,0,845,3,845,1,849,0,849,0,854,0,854,0,861,1,882,0,899,0,,,,,,,,,,,,,,,,,,,,,,,,,,
841,8,841,1,841,3,841,1,841,1,841,6,841,4,841,1,841,1,841,2,841,2,841,4,841,6,841,1,841,2,845,1,845,1,845,0,849,2,849,1,854,0,854,0,857,0,857,0,865,2,887,0,904,0,,,,,,,,,,,,,,,,,,,,,,,,,,
845,8,845,1,845,3,845,1,845,1,845,6,845,4,845,1,845,1,845,2,845,2,845,4,845,6,845,1,845,2,849,1,849,1,849,0,854,2,854,1,857,0,857,1,861,0,861,0,870,2,891,0,908,0,,,,,,,,,,,,,,,,,,,,,,,,,,
849,8,849,1,849,3,849,1,849,1,849,6,849,3,849,1,849,1,849,2,849,2,849,4,849,6,849,1,849,2,854,1,854,1,854,0,857,2,857,1,861,0,861,1,865,0,865,0,874,2,895,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,8,854,1,854,3,854,1,854,1,854,6,854,3,854,1,854,1,854,2,854,2,854,4,854,6,854,1,854,2,857,1,857,2,857,0,861,2,861,1,865,0,865,1,870,1,870,0,879,2,899,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,8,857,1,857,3,857,1,857,1,857,6,857,3,857,1,857,1,857,2,857,2,857,4,857,6,857,1,857,2,861,1,861,2,861,0,865,2,865,1,870,0,870,1,874,1,874,0,882,2,904,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,8,861,1,861,3,861,1,861,1,861,6,861,3,861,1,861,1,861,2,861,2,861,4,861,6,861,1,861,2,865,1,865,2,865,0,870,2,870,1,874,0,874,1,879,1,879,0,887,2,908,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,8,865,1,865,3,865,1,865,1,865,7,865,4,865,1,865,1,865,2,865,2,865,4,865,7,865,1,865,2,870,1,870,2,870,0,874,1,874,1,879,0,879,1,882,1,882,0,891,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,8,870,1,870,3,870,1,870,1,870,7,870,4,870,1,870,1,870,2,870,2,870,4,870,6,870,1,870,2,874,1,874,2,874,0,879,1,879,1,882,0,882,1,887,1,887,0,895,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,8,874,1,874,3,874,1,874,1,874,8,874,4,874,1,874,1,874,1,874,2,874,4,874,6,874,1,874,2,879,1,879,2,879,0,882,1,882,1,887,0,887,1,891,1,891,0,899,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,8,879,1,879,3,879,1,879,1,879,8,879,4,879,1,879,1,879,1,879,2,879,5,879,5,879,1,879,2,882,1,882,2,882,0,887,0,887,1,891,1,891,1,895,1,895,0,904,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,8,882,1,882,3,882,1,882,1,882,7,882,4,882,1,882,1,882,1,882,2,882,5,882,3,882,1,882,2,887,1,887,2,887,0,891,0,891,1,895,1,895,1,899,1,899,0,908,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,8,887,1,887,3,887,1,887,1,887,6,887,4,887,0,887,1,887,2,887,2,887,5,887,3,887,1,887,2,891,1,891,2,891,0,895,1,895,1,899,1,899,1,904,1,904,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,8,891,1,891,3,891,1,891,1,891,6,891,4,891,0,891,1,891,2,891,2,891,5,891,4,891,1,891,2,895,1,895,2,895,0,899,1,899,1,904,1,904,0,908,1,908,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,8,895,1,895,3,895,1,895,1,895,5,895,3,895,0,895,1,895,2,895,2,895,5,895,5,895,1,895,2,899,1,899,2,899,0,904,1,904,1,908,1,908,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,8,899,1,899,3,899,1,899,1,899,6,899,4,899,0,899,1,899,2,899,2,899,5,899,6,899,1,899,2,904,1,904,1,904,0,908,1,908,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,8,904,1,904,3,904,1,904,1,904,6,904,4,904,0,904,1,904,2,904,2,904,4,904,6,904,1,904,2,908,1,908,1,908,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,8,908,1,908,3,908,1,908,1,908,6,908,4,908,1,908,1,908,2,908,2,908,4,908,7,908,1,908,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
