Time,Manual_Count,Time,"Apple, Inc",Time,Apple,Time,"CISCO SYSTEMS, INC.",Time,"TP-LINK TECHNOLOGIES CO.,LTD.",Time,NETCOMM LIMITED,Time,UNKNOWN,Time,Hewlett-Packard Company,Time,Billion Electric Co. Ltd.,Time,NETGEAR,Time,Netgear Inc.,Time,ASUSTek COMPUTER INC.,Time,DrayTek Corp.,Time,IBM Corp,Time,"NETGEAR INC.,",Time,ICP Electronics Inc.,Time,Ubiquiti Networks,Time,Belkin International Inc.,Time,Apple Inc,Time,"GIGA-BYTE TECHNOLOGY CO.,LTD.",Time,Hewlett Packard,Time,HTC Corporation,Time,"COMPAL INFORMATION (KUNSHAN) CO., LTD.",Time,"Murata Manufacturing Co., Ltd.",Time,Intel Corporate,Time,SEIKO EPSON CORPORATION,Time,"Samsung Electro Mechanics co., LTD.",Time,Liteon Tech Corp.,Time,Enerpoint Ltd.,Time,Routerboard.com,Time,WISOL,Time,"Samsung Electro Mechanics co.,LTD.",Time,D-LINK INTERNATIONAL PTE LIMITED,Time,Sony Mobile Communications AB,Time,"TP-LINK TECHNOLOGIES CO., LTD.",Time,Lexmark International Inc.,Time,"Apple, Inc.",Time,LG Electronics,Time,"AzureWave Technologies, Inc.",Time,"Motorola Mobility LLC, a Lenovo Company",Time,"Samsung Electronics ITS, Printer division"
1651,19,1651,3,1651,11,1651,2,1651,1,1656,1,1656,5,1656,3,1656,1,1656,5,1660,1,1660,2,1660,1,1665,1,1665,1,1673,1,1673,1,1673,1,1673,1,1677,3,1681,2,1681,0,1690,1,1698,0,1719,2,1757,1,1770,3,1774,1,1786,1,1786,1,,,,,,,,,,,,,,,,,,,,,,
1656,19,1656,4,1656,11,1656,2,1656,1,1660,1,1660,5,1660,3,1660,1,1660,5,1665,1,1665,2,1665,1,1668,1,1668,1,1677,1,1677,1,1677,1,1677,1,1681,3,1686,2,1686,0,1694,1,1702,0,1724,2,1761,1,1774,3,1778,1,1790,1,1790,1,,,,,,,,,,,,,,,,,,,,,,
1660,19,1660,4,1660,11,1660,2,1660,1,1665,1,1665,5,1665,3,1665,1,1665,5,1668,1,1668,2,1668,1,1673,1,1673,1,1681,1,1681,1,1681,1,1681,1,1686,3,1690,2,1690,0,1698,1,1706,0,1728,2,1765,1,1778,3,1782,1,1795,1,1795,1,,,,,,,,,,,,,,,,,,,,,,
1665,19,1665,4,1665,11,1665,2,1665,1,1668,1,1668,5,1668,3,1668,1,1668,5,1673,1,1673,2,1673,1,1677,1,1677,1,1686,1,1686,1,1686,1,1686,1,1690,3,1694,2,1694,0,1702,1,1711,0,1732,2,1770,1,1782,3,1786,1,1799,1,1799,1,,,,,,,,,,,,,,,,,,,,,,
1668,19,1668,4,1668,10,1668,2,1668,1,1673,1,1673,5,1673,3,1673,1,1673,5,1677,1,1677,2,1677,1,1681,1,1681,1,1690,1,1690,1,1690,1,1690,1,1694,2,1698,2,1698,0,1706,1,1715,0,1736,2,1774,1,1786,3,1790,1,1803,1,1803,1,,,,,,,,,,,,,,,,,,,,,,
1673,17,1673,4,1673,11,1673,2,1673,1,1677,1,1677,5,1677,3,1677,1,1677,5,1681,1,1681,2,1681,1,1686,1,1686,1,1694,1,1694,1,1694,1,1694,1,1698,2,1702,2,1702,0,1711,1,1719,0,1740,2,1778,1,1790,3,1795,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,17,1677,4,1677,11,1677,2,1677,1,1681,1,1681,5,1681,3,1681,1,1681,5,1686,1,1686,2,1686,1,1690,1,1690,1,1698,1,1698,1,1698,1,1698,1,1702,2,1706,2,1706,0,1715,1,1724,0,1744,2,1782,1,1795,3,1799,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,17,1681,4,1681,11,1681,2,1681,1,1686,1,1686,5,1686,3,1686,1,1686,5,1690,1,1690,2,1690,1,1694,1,1694,1,1702,0,1702,1,1702,1,1702,1,1706,2,1711,2,1711,0,1719,1,1728,0,1748,2,1786,1,1799,3,1803,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,17,1686,4,1686,11,1686,2,1686,1,1690,1,1690,6,1690,3,1690,1,1690,4,1694,1,1694,2,1694,1,1698,1,1698,1,1706,0,1706,1,1706,1,1706,1,1711,2,1715,4,1715,0,1724,1,1732,0,1752,2,1790,1,1803,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,17,1690,4,1690,11,1690,2,1690,1,1694,1,1694,6,1694,3,1694,1,1694,4,1698,1,1698,2,1698,1,1702,1,1702,1,1711,0,1711,1,1711,1,1711,1,1715,3,1719,4,1719,0,1728,0,1736,0,1757,2,1795,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,17,1694,4,1694,11,1694,2,1694,1,1698,1,1698,6,1698,3,1698,1,1698,4,1702,1,1702,2,1702,1,1706,1,1706,1,1715,0,1715,1,1715,1,1715,1,1719,3,1724,4,1724,0,1732,0,1740,0,1761,2,1799,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,17,1698,4,1698,11,1698,2,1698,1,1702,1,1702,6,1702,3,1702,1,1702,4,1706,1,1706,2,1706,1,1711,1,1711,1,1719,0,1719,1,1719,1,1719,1,1724,3,1728,4,1728,0,1736,0,1744,0,1765,2,1803,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,17,1702,4,1702,12,1702,2,1702,1,1706,1,1706,6,1706,3,1706,1,1706,4,1711,1,1711,2,1711,1,1715,1,1715,1,1724,0,1724,1,1724,1,1724,1,1728,3,1732,3,1732,0,1740,1,1748,0,1770,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,17,1706,4,1706,12,1706,2,1706,1,1711,1,1711,6,1711,3,1711,1,1711,4,1715,1,1715,2,1715,1,1719,1,1719,1,1728,0,1728,1,1728,1,1728,1,1732,3,1736,3,1736,0,1744,1,1752,0,1774,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,17,1711,4,1711,12,1711,2,1711,1,1715,1,1715,6,1715,3,1715,1,1715,4,1719,1,1719,2,1719,1,1724,1,1724,1,1732,0,1732,1,1732,1,1732,1,1736,3,1740,3,1740,0,1748,1,1757,0,1778,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,17,1715,4,1715,12,1715,2,1715,1,1719,1,1719,6,1719,3,1719,1,1719,4,1724,1,1724,2,1724,1,1728,1,1728,1,1736,0,1736,1,1736,1,1736,1,1740,3,1744,3,1744,0,1752,1,1761,0,1782,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,17,1719,4,1719,12,1719,2,1719,1,1724,1,1724,6,1724,3,1724,1,1724,4,1728,1,1728,2,1728,1,1732,1,1732,1,1740,0,1740,1,1740,1,1740,1,1744,3,1748,3,1748,0,1757,1,1765,0,1786,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,17,1724,4,1724,12,1724,2,1724,1,1728,1,1728,6,1728,3,1728,1,1728,4,1732,1,1732,2,1732,1,1736,1,1736,1,1744,0,1744,1,1744,1,1744,1,1748,3,1752,3,1752,0,1761,1,1770,0,1790,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,17,1728,4,1728,12,1728,2,1728,1,1732,1,1732,6,1732,3,1732,1,1732,4,1736,1,1736,2,1736,1,1740,1,1740,1,1748,0,1748,1,1748,1,1748,1,1752,3,1757,3,1757,0,1765,1,1774,0,1795,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,17,1732,4,1732,12,1732,2,1732,1,1736,1,1736,6,1736,3,1736,1,1736,4,1740,1,1740,2,1740,0,1744,1,1744,1,1752,0,1752,1,1752,1,1752,1,1757,3,1761,3,1761,0,1770,1,1778,0,1799,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,17,1736,4,1736,11,1736,2,1736,1,1740,1,1740,6,1740,3,1740,1,1740,4,1744,1,1744,2,1744,1,1748,1,1748,1,1757,0,1757,1,1757,1,1757,1,1761,3,1765,3,1765,0,1774,1,1782,0,1803,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,17,1740,4,1740,11,1740,2,1740,1,1744,1,1744,7,1744,3,1744,1,1744,4,1748,1,1748,2,1748,1,1752,1,1752,1,1761,0,1761,1,1761,1,1761,1,1765,3,1770,4,1770,0,1778,1,1786,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,17,1744,4,1744,11,1744,2,1744,1,1748,1,1748,7,1748,3,1748,1,1748,4,1752,1,1752,2,1752,1,1757,1,1757,1,1765,0,1765,1,1765,1,1765,1,1770,3,1774,4,1774,0,1782,1,1790,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,17,1748,4,1748,11,1748,2,1748,1,1752,1,1752,7,1752,2,1752,1,1752,4,1757,1,1757,2,1757,1,1761,1,1761,1,1770,0,1770,1,1770,1,1770,1,1774,3,1778,4,1778,0,1786,1,1795,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,17,1752,4,1752,11,1752,2,1752,1,1757,1,1757,6,1757,2,1757,1,1757,4,1761,1,1761,3,1761,1,1765,1,1765,1,1774,0,1774,1,1774,1,1774,1,1778,3,1782,4,1782,0,1790,1,1799,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,15,1757,4,1757,11,1757,2,1757,1,1761,1,1761,7,1761,2,1761,1,1761,4,1765,1,1765,3,1765,1,1770,1,1770,1,1778,0,1778,1,1778,1,1778,1,1782,4,1786,4,1786,0,1795,1,1803,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,15,1761,4,1761,11,1761,2,1761,1,1765,1,1765,7,1765,2,1765,1,1765,4,1770,1,1770,3,1770,1,1774,1,1774,1,1782,0,1782,1,1782,1,1782,1,1786,4,1790,4,1790,0,1799,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,15,1765,4,1765,11,1765,2,1765,1,1770,1,1770,7,1770,2,1770,1,1770,4,1774,1,1774,3,1774,1,1778,1,1778,1,1786,0,1786,1,1786,1,1786,1,1790,4,1795,4,1795,0,1803,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,15,1770,4,1770,11,1770,2,1770,1,1774,1,1774,7,1774,2,1774,1,1774,4,1778,1,1778,3,1778,1,1782,1,1782,1,1790,0,1790,1,1790,1,1790,1,1795,4,1799,4,1799,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,15,1774,4,1774,11,1774,2,1774,1,1778,1,1778,7,1778,2,1778,1,1778,4,1782,1,1782,3,1782,1,1786,1,1786,1,1795,0,1795,1,1795,1,1795,1,1799,4,1803,4,1803,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,15,1778,4,1778,11,1778,2,1778,1,1782,1,1782,7,1782,2,1782,1,1782,4,1786,1,1786,3,1786,1,1790,1,1790,1,1799,0,1799,2,1799,1,1799,1,1803,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,15,1782,4,1782,12,1782,2,1782,1,1786,1,1786,7,1786,2,1786,1,1786,4,1790,1,1790,3,1790,1,1795,1,1795,1,1803,0,1803,2,1803,1,1803,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,15,1786,4,1786,14,1786,2,1786,1,1790,1,1790,7,1790,2,1790,1,1790,4,1795,1,1795,3,1795,1,1799,1,1799,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,15,1790,4,1790,14,1790,2,1790,1,1795,1,1795,7,1795,2,1795,1,1795,4,1799,1,1799,2,1799,1,1803,1,1803,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,15,1795,4,1795,14,1795,2,1795,1,1799,1,1799,7,1799,2,1799,1,1799,4,1803,1,1803,2,1803,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,15,1799,4,1799,14,1799,2,1799,1,1803,1,1803,7,1803,2,1803,1,1803,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,15,1803,4,1803,12,1803,2,1803,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
